cur_date,uid,real_center,prediction_center,corrected_prediction_center,sigma0,usermem
2017-01-17T13:59:00.000000000,e869161e-e85f-42d4-b567-c968799c87bc,0.3294642857142857,0.3766964285714291,0.3766964285714291,1.0,0
2017-01-17T13:59:00.000000000,ce1ad7df-0bd7-407f-9149-4bfe85465435,0.3294642857142857,0.37755357142857116,0.37755357142857116,1.0,0
2017-01-17T13:59:00.000000000,6fb01a2d-12e7-4809-a966-ce7ad76d99b2,0.3294642857142857,0.3464285714285714,0.3464285714285714,1.0,0
2017-01-17T13:59:00.000000000,6f8b9743-8537-4ed6-b042-0055e9250d13,0.3294642857142857,0.35912500000000025,0.35912500000000025,1.0,0
2017-01-17T13:59:00.000000000,5d05d277-6ee4-43a5-8251-0e3e622a95dc,0.3294642857142857,0.325,0.325,1.0,0
2017-01-17T13:59:00.000000000,66808c35-f263-47f2-9b81-80bff5ff3441,0.3294642857142857,0.34285714285714286,0.34285714285714286,1.0,0
2017-01-17T13:59:00.000000000,f4f448e3-1b6e-43a5-8499-e1d8352da617,0.3294642857142857,0.3613214285714288,0.3613214285714288,1.0,0
2017-01-17T13:59:00.000000000,85c508de-f75d-4010-b12d-65c3aee6d75b,0.3294642857142857,0.4366964285714281,0.4366964285714281,1.0,0
2017-01-17T13:59:00.000000000,be67893d-019d-4613-9ed1-708ff1678bc4,0.3294642857142857,0.3340357142857142,0.3340357142857142,1.0,0
2017-01-17T13:59:00.000000000,49cb33e5-3dd8-4b14-9174-05b49d332087,0.3294642857142857,0.2732678571428567,0.2732678571428567,1.0,0
2017-01-17T13:59:00.000000000,1f902a20-06a0-47f8-832c-0a31f279653c,0.3294642857142857,0.3464285714285714,0.3464285714285714,1.0,0
2017-01-17T13:59:00.000000000,a1b14e04-78ad-485b-be33-52e17392f392,0.3294642857142857,0.29726785714285675,0.29726785714285675,1.0,0
2017-01-17T13:59:00.000000000,42b96bc9-c5f7-4c38-a9d3-024bc37acf45,0.3294642857142857,0.34464285714285714,0.34464285714285714,1.0,0
2017-01-17T13:59:00.000000000,94185a3d-6f76-41b6-b26f-cafea598386f,0.3294642857142857,0.26785714285714285,0.26785714285714285,1.0,0
2017-01-17T13:59:00.000000000,38acfb87-37aa-48b3-a685-03cd956e67b9,0.3294642857142857,0.36342857142857143,0.36342857142857143,1.0,0
2017-01-17T13:59:00.000000000,da73d072-27c1-4e6c-9e99-74490af88794,0.3294642857142857,0.33214285714285713,0.33214285714285713,1.0,0
2017-01-17T13:59:00.000000000,421d2e39-577e-48d3-9fbb-8873cb38ebfe,0.3294642857142857,0.34464285714285714,0.34464285714285714,1.0,0
2017-01-17T13:59:00.000000000,60995ede-5399-4762-a673-8eb9b8bd1c17,0.3294642857142857,0.39610714285714316,0.39610714285714316,1.0,0
2017-01-17T13:59:00.000000000,f96aec40-78de-4396-aa70-95ecdab7c7fa,0.3294642857142857,0.34214285714285697,0.34214285714285697,1.0,0
2017-01-17T13:59:00.000000000,817a83a1-0f9c-49b8-a12d-6cca650f4e3b,0.3294642857142857,0.3392857142857143,0.3392857142857143,1.0,0
2017-01-17T13:59:00.000000000,ffa10ca0-7886-43cc-b390-46e9913b2676,0.3294642857142857,0.2952142857142852,0.2952142857142852,1.0,0
2017-01-17T13:59:00.000000000,e002c7f1-fae0-4f12-bfc0-fd364c0197ee,0.3294642857142857,0.34464285714285714,0.34464285714285714,1.0,0
2017-01-17T13:59:00.000000000,fd4ebdc4-becc-46a5-a9d7-9ba02cf60027,0.3294642857142857,0.3321428571428572,0.3321428571428572,1.0,0
2017-01-17T13:59:00.000000000,a61a3be0-50eb-48f8-84ce-51d0a625af56,0.3294642857142857,0.36326785714285686,0.36326785714285686,1.0,0
2017-01-17T13:59:00.000000000,881eeb64-26c8-4f76-b621-b84596b84346,0.3294642857142857,0.3367678571428574,0.3367678571428574,1.0,0
2017-01-17T13:59:00.000000000,50aecde5-cc60-467f-84f5-2a97b0493ec8,0.3294642857142857,0.29464285714285715,0.29464285714285715,1.0,0
2017-01-17T13:59:00.000000000,3c9f3ae4-5f32-43af-9ae8-6423bfe4c517,0.3294642857142857,0.36758928571428556,0.36758928571428556,1.0,0
2017-01-17T13:59:00.000000000,d57f8c9f-192e-4c10-becf-cccb94c1edc1,0.3294642857142857,0.3331071428571428,0.3331071428571428,1.0,0
2017-01-17T13:59:00.000000000,cf70c275-bd6c-4e3e-8743-9dccce698132,0.3294642857142857,0.3506607142857149,0.3506607142857149,1.0,0
2017-01-17T13:59:00.000000000,59824210-b65e-477f-b0ae-27784608e346,0.3294642857142857,0.3169642857142857,0.3169642857142857,1.0,0
2017-01-17T13:59:00.000000000,981d40b7-e563-4887-95eb-7ea6c4454668,0.3294642857142857,0.38769642857142794,0.38769642857142794,1.0,0
2017-01-17T13:59:00.000000000,96cfb259-3a7e-4324-9017-f728709cb769,0.3294642857142857,0.3348214285714286,0.3348214285714286,1.0,0
2017-01-17T13:59:00.000000000,7752ba2a-4315-4d29-b84f-385129f66519,0.3294642857142857,0.3622678571428569,0.3622678571428569,1.0,0
2017-01-17T13:59:00.000000000,b0e198cc-55f4-4c8e-9209-5553dff80f76,0.3294642857142857,0.3410714285714286,0.3410714285714286,1.0,0
2017-01-17T13:59:00.000000000,77072c02-ae4e-45b9-a375-316f6e1ee149,0.3294642857142857,0.33035714285714285,0.33035714285714285,1.0,0
2017-01-17T13:59:00.000000000,aebde084-cfe7-42ab-a143-4beeaac64020,0.3294642857142857,0.32305357142857116,0.32305357142857116,1.0,0
2017-01-17T13:59:00.000000000,34176cab-3998-40ba-90e6-f44aa3c23758,0.3294642857142857,0.3214285714285714,0.3214285714285714,1.0,0
2017-01-17T13:59:00.000000000,c65ed16e-a7c5-4c24-b841-ea242d5dd39e,0.3294642857142857,0.3214285714285714,0.3214285714285714,1.0,0
2017-01-17T13:59:00.000000000,9df67b39-986d-4e5f-9423-2ffa98bd9c00,0.3294642857142857,0.3103571428571432,0.3103571428571432,1.0,0
2017-01-17T13:59:00.000000000,c73ca266-760f-4a80-8b78-42106578ca7a,0.3294642857142857,0.39123214285714314,0.39123214285714314,1.0,0
2017-01-17T13:59:00.000000000,11ade714-76b8-4dd0-a946-2df03bb614c3,0.3294642857142857,0.3303571428571429,0.3303571428571429,1.0,0
2017-01-17T13:59:00.000000000,035927af-143c-4477-b5cf-0791d72e4221,0.3294642857142857,0.3061249999999997,0.3061249999999997,1.0,0
2017-01-17T13:59:00.000000000,2e3137fb-42a8-4c2f-90b5-5425e7b87a22,0.3294642857142857,0.34158928571428565,0.34158928571428565,1.0,0
2017-01-17T13:59:00.000000000,38e9c29e-2cea-4361-a6f0-f8192fbb6d38,0.3294642857142857,0.34530357142857204,0.34530357142857204,1.0,0
